Title,Owner,PageURL,AssetURL,FileName,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description
Private Water Supplies,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::private-water-supplies,https://map-highland.opendata.arcgis.com/datasets/Highland::private-water-supplies.kml?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2016-09-27,2023-10-11,,,KML,, environmental health;      open data;      Private Water Supplies;      environment,,OGL3,This dataset contains the location details of Type A and Type B Private Water Supplies known of by The Highland Council within The Highland Council Area. There are likely to be private water supplies that the council has not been notified of and so are not yet recorded in this dataset but they will be added when the council is made aware of them. Gemini metadata record is at https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/%7Bf7b4d832-1712-4c53-864e-0e755e0873ef%7D 
CEA HC Property Centroids,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/4438ec7b7ddb4574af4b765d22302c16_0,https://map-highland.opendata.arcgis.com/maps/4438ec7b7ddb4574af4b765d22302c16_0,Web Page,2022-01-11,2023-10-10,,,ArcGIS Hub Dataset,,HC Property Centroids;     Community Empowerment Act;     property;     community,,OGL3,<div>Centroids of corporate properties owned by The Highland Council. Published for Community Empowerment (Scotland) Act 2015.</div><div><br /></div><div>Gemini metadata record is at <a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/79d7eb3e-1aaa-4974-a37c-e704d0f69d40' target='_blank' rel='nofollow ugc noopener noreferrer'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/79d7eb3e-1aaa-4974-a37c-e704d0f69d40</a>.</div>
CEA HC Property Centroids,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/4438ec7b7ddb4574af4b765d22302c16_0,https://services1.arcgis.com/MfbPb778y5QTu2Wv/arcgis/rest/services/CEA_HC_Property_Centroids/FeatureServer/0,Esri REST,2022-01-11,2023-10-10,,,ArcGIS GeoService,,HC Property Centroids;     Community Empowerment Act;     property;     community,,OGL3,<div>Centroids of corporate properties owned by The Highland Council. Published for Community Empowerment (Scotland) Act 2015.</div><div><br /></div><div>Gemini metadata record is at <a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/79d7eb3e-1aaa-4974-a37c-e704d0f69d40' target='_blank' rel='nofollow ugc noopener noreferrer'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/79d7eb3e-1aaa-4974-a37c-e704d0f69d40</a>.</div>
CEA HC Property Centroids,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/4438ec7b7ddb4574af4b765d22302c16_0,https://map-highland.opendata.arcgis.com/datasets/4438ec7b7ddb4574af4b765d22302c16_0.csv?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,CSV,2022-01-11,2023-10-10,,,CSV,,HC Property Centroids;     Community Empowerment Act;     property;     community,,OGL3,<div>Centroids of corporate properties owned by The Highland Council. Published for Community Empowerment (Scotland) Act 2015.</div><div><br /></div><div>Gemini metadata record is at <a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/79d7eb3e-1aaa-4974-a37c-e704d0f69d40' target='_blank' rel='nofollow ugc noopener noreferrer'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/79d7eb3e-1aaa-4974-a37c-e704d0f69d40</a>.</div>
CEA HC Property Centroids,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/4438ec7b7ddb4574af4b765d22302c16_0,https://map-highland.opendata.arcgis.com/datasets/4438ec7b7ddb4574af4b765d22302c16_0.geojson?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2022-01-11,2023-10-10,,,GeoJSON,,HC Property Centroids;     Community Empowerment Act;     property;     community,,OGL3,<div>Centroids of corporate properties owned by The Highland Council. Published for Community Empowerment (Scotland) Act 2015.</div><div><br /></div><div>Gemini metadata record is at <a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/79d7eb3e-1aaa-4974-a37c-e704d0f69d40' target='_blank' rel='nofollow ugc noopener noreferrer'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/79d7eb3e-1aaa-4974-a37c-e704d0f69d40</a>.</div>
CEA HC Property Centroids,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/4438ec7b7ddb4574af4b765d22302c16_0,https://map-highland.opendata.arcgis.com/datasets/4438ec7b7ddb4574af4b765d22302c16_0.zip?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,Shapefile,2022-01-11,2023-10-10,,,ZIP,,HC Property Centroids;     Community Empowerment Act;     property;     community,,OGL3,<div>Centroids of corporate properties owned by The Highland Council. Published for Community Empowerment (Scotland) Act 2015.</div><div><br /></div><div>Gemini metadata record is at <a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/79d7eb3e-1aaa-4974-a37c-e704d0f69d40' target='_blank' rel='nofollow ugc noopener noreferrer'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/79d7eb3e-1aaa-4974-a37c-e704d0f69d40</a>.</div>
CEA HC Property Centroids,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/4438ec7b7ddb4574af4b765d22302c16_0,https://map-highland.opendata.arcgis.com/datasets/4438ec7b7ddb4574af4b765d22302c16_0.kml?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2022-01-11,2023-10-10,,,KML,,HC Property Centroids;     Community Empowerment Act;     property;     community,,OGL3,<div>Centroids of corporate properties owned by The Highland Council. Published for Community Empowerment (Scotland) Act 2015.</div><div><br /></div><div>Gemini metadata record is at <a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/79d7eb3e-1aaa-4974-a37c-e704d0f69d40' target='_blank' rel='nofollow ugc noopener noreferrer'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/79d7eb3e-1aaa-4974-a37c-e704d0f69d40</a>.</div>
Air Quality Management Areas,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/a28227b21bbd49dbb70cae596c9d1d58_0,https://map-highland.opendata.arcgis.com/maps/a28227b21bbd49dbb70cae596c9d1d58_0,Web Page,2019-11-21,2023-07-13,,,ArcGIS Hub Dataset,,air quality;environment;open data,,OGL3,Air Quality Management Areas in Highland Council area.<div><br /></div><div>Gemini metadata  record is at:</div><div><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/50122181-5f4c-49ed-9423-b63f502fea9a' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/50122181-5f4c-49ed-9423-b63f502fea9a</a></div><div><br /></div>
Air Quality Management Areas,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/a28227b21bbd49dbb70cae596c9d1d58_0,https://services1.arcgis.com/MfbPb778y5QTu2Wv/arcgis/rest/services/AirQualityManagementAreas/FeatureServer/0,Esri REST,2019-11-21,2023-07-13,,,ArcGIS GeoService,,air quality;environment;open data,,OGL3,Air Quality Management Areas in Highland Council area.<div><br /></div><div>Gemini metadata  record is at:</div><div><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/50122181-5f4c-49ed-9423-b63f502fea9a' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/50122181-5f4c-49ed-9423-b63f502fea9a</a></div><div><br /></div>
Air Quality Management Areas,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/a28227b21bbd49dbb70cae596c9d1d58_0,https://map-highland.opendata.arcgis.com/datasets/a28227b21bbd49dbb70cae596c9d1d58_0.csv?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,CSV,2019-11-21,2023-07-13,,,CSV,,air quality;environment;open data,,OGL3,Air Quality Management Areas in Highland Council area.<div><br /></div><div>Gemini metadata  record is at:</div><div><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/50122181-5f4c-49ed-9423-b63f502fea9a' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/50122181-5f4c-49ed-9423-b63f502fea9a</a></div><div><br /></div>
Air Quality Management Areas,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/a28227b21bbd49dbb70cae596c9d1d58_0,https://map-highland.opendata.arcgis.com/datasets/a28227b21bbd49dbb70cae596c9d1d58_0.geojson?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2019-11-21,2023-07-13,,,GeoJSON,,air quality;environment;open data,,OGL3,Air Quality Management Areas in Highland Council area.<div><br /></div><div>Gemini metadata  record is at:</div><div><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/50122181-5f4c-49ed-9423-b63f502fea9a' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/50122181-5f4c-49ed-9423-b63f502fea9a</a></div><div><br /></div>
Air Quality Management Areas,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/a28227b21bbd49dbb70cae596c9d1d58_0,https://map-highland.opendata.arcgis.com/datasets/a28227b21bbd49dbb70cae596c9d1d58_0.zip?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,Shapefile,2019-11-21,2023-07-13,,,ZIP,,air quality;environment;open data,,OGL3,Air Quality Management Areas in Highland Council area.<div><br /></div><div>Gemini metadata  record is at:</div><div><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/50122181-5f4c-49ed-9423-b63f502fea9a' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/50122181-5f4c-49ed-9423-b63f502fea9a</a></div><div><br /></div>
Air Quality Management Areas,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/a28227b21bbd49dbb70cae596c9d1d58_0,https://map-highland.opendata.arcgis.com/datasets/a28227b21bbd49dbb70cae596c9d1d58_0.kml?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2019-11-21,2023-07-13,,,KML,,air quality;environment;open data,,OGL3,Air Quality Management Areas in Highland Council area.<div><br /></div><div>Gemini metadata  record is at:</div><div><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/50122181-5f4c-49ed-9423-b63f502fea9a' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/50122181-5f4c-49ed-9423-b63f502fea9a</a></div><div><br /></div>
Contaminated Land Register,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/45c3003e7c724eba833832197459e86c_0,https://map-highland.opendata.arcgis.com/maps/45c3003e7c724eba833832197459e86c_0,Web Page,2020-08-11,2020-08-11,,,ArcGIS Hub Dataset,,contamindated land;environment;open data,,OGL3,Land indentified as Contaminated Land as per Part IIA Environmental Protection Act 1990 (Statutory Instrument).<div>Gemini metadata  record is at :<br /></div><p><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/e17f9012-fae9-402e-a127-48ffa2919901' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/e17f9012-fae9-402e-a127-48ffa2919901</a></p>
Contaminated Land Register,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/45c3003e7c724eba833832197459e86c_0,https://services1.arcgis.com/MfbPb778y5QTu2Wv/arcgis/rest/services/Contaminated_Land_Register/FeatureServer/0,Esri REST,2020-08-11,2020-08-11,,,ArcGIS GeoService,,contamindated land;environment;open data,,OGL3,Land indentified as Contaminated Land as per Part IIA Environmental Protection Act 1990 (Statutory Instrument).<div>Gemini metadata  record is at :<br /></div><p><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/e17f9012-fae9-402e-a127-48ffa2919901' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/e17f9012-fae9-402e-a127-48ffa2919901</a></p>
Contaminated Land Register,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/45c3003e7c724eba833832197459e86c_0,https://map-highland.opendata.arcgis.com/datasets/45c3003e7c724eba833832197459e86c_0.csv?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,CSV,2020-08-11,2020-08-11,,,CSV,,contamindated land;environment;open data,,OGL3,Land indentified as Contaminated Land as per Part IIA Environmental Protection Act 1990 (Statutory Instrument).<div>Gemini metadata  record is at :<br /></div><p><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/e17f9012-fae9-402e-a127-48ffa2919901' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/e17f9012-fae9-402e-a127-48ffa2919901</a></p>
Contaminated Land Register,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/45c3003e7c724eba833832197459e86c_0,https://map-highland.opendata.arcgis.com/datasets/45c3003e7c724eba833832197459e86c_0.geojson?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2020-08-11,2020-08-11,,,GeoJSON,,contamindated land;environment;open data,,OGL3,Land indentified as Contaminated Land as per Part IIA Environmental Protection Act 1990 (Statutory Instrument).<div>Gemini metadata  record is at :<br /></div><p><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/e17f9012-fae9-402e-a127-48ffa2919901' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/e17f9012-fae9-402e-a127-48ffa2919901</a></p>
Contaminated Land Register,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/45c3003e7c724eba833832197459e86c_0,https://map-highland.opendata.arcgis.com/datasets/45c3003e7c724eba833832197459e86c_0.zip?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,Shapefile,2020-08-11,2020-08-11,,,ZIP,,contamindated land;environment;open data,,OGL3,Land indentified as Contaminated Land as per Part IIA Environmental Protection Act 1990 (Statutory Instrument).<div>Gemini metadata  record is at :<br /></div><p><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/e17f9012-fae9-402e-a127-48ffa2919901' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/e17f9012-fae9-402e-a127-48ffa2919901</a></p>
Contaminated Land Register,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/45c3003e7c724eba833832197459e86c_0,https://map-highland.opendata.arcgis.com/datasets/45c3003e7c724eba833832197459e86c_0.kml?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2020-08-11,2020-08-11,,,KML,,contamindated land;environment;open data,,OGL3,Land indentified as Contaminated Land as per Part IIA Environmental Protection Act 1990 (Statutory Instrument).<div>Gemini metadata  record is at :<br /></div><p><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/e17f9012-fae9-402e-a127-48ffa2919901' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/e17f9012-fae9-402e-a127-48ffa2919901</a></p>
Primary School Catchments,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::primary-school-catchments,https://map-highland.opendata.arcgis.com/maps/Highland::primary-school-catchments,Web Page,2017-09-08,2023-06-30,,,ArcGIS Hub Dataset,,boundaries;  primary school catchment;  education,,OGL3,<p>Primary School Catchments in Highland. </p><p>Gemini metadata record is at <a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/37631a4c-9490-4a1d-9772-d55d51ac0f06' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/37631a4c-9490-4a1d-9772-d55d51ac0f06</a>.</p>
Primary School Catchments,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::primary-school-catchments,https://services1.arcgis.com/MfbPb778y5QTu2Wv/arcgis/rest/services/PrimarySchoolCatchments/FeatureServer/0,Esri REST,2017-09-08,2023-06-30,,,ArcGIS GeoService,,boundaries;  primary school catchment;  education,,OGL3,<p>Primary School Catchments in Highland. </p><p>Gemini metadata record is at <a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/37631a4c-9490-4a1d-9772-d55d51ac0f06' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/37631a4c-9490-4a1d-9772-d55d51ac0f06</a>.</p>
Primary School Catchments,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::primary-school-catchments,https://map-highland.opendata.arcgis.com/datasets/Highland::primary-school-catchments.csv?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,CSV,2017-09-08,2023-06-30,,,CSV,,boundaries;  primary school catchment;  education,,OGL3,<p>Primary School Catchments in Highland. </p><p>Gemini metadata record is at <a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/37631a4c-9490-4a1d-9772-d55d51ac0f06' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/37631a4c-9490-4a1d-9772-d55d51ac0f06</a>.</p>
Primary School Catchments,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::primary-school-catchments,https://map-highland.opendata.arcgis.com/datasets/Highland::primary-school-catchments.geojson?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2017-09-08,2023-06-30,,,GeoJSON,,boundaries;  primary school catchment;  education,,OGL3,<p>Primary School Catchments in Highland. </p><p>Gemini metadata record is at <a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/37631a4c-9490-4a1d-9772-d55d51ac0f06' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/37631a4c-9490-4a1d-9772-d55d51ac0f06</a>.</p>
Primary School Catchments,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::primary-school-catchments,https://map-highland.opendata.arcgis.com/datasets/Highland::primary-school-catchments.zip?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,Shapefile,2017-09-08,2023-06-30,,,ZIP,,boundaries;  primary school catchment;  education,,OGL3,<p>Primary School Catchments in Highland. </p><p>Gemini metadata record is at <a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/37631a4c-9490-4a1d-9772-d55d51ac0f06' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/37631a4c-9490-4a1d-9772-d55d51ac0f06</a>.</p>
Primary School Catchments,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::primary-school-catchments,https://map-highland.opendata.arcgis.com/datasets/Highland::primary-school-catchments.kml?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2017-09-08,2023-06-30,,,KML,,boundaries;  primary school catchment;  education,,OGL3,<p>Primary School Catchments in Highland. </p><p>Gemini metadata record is at <a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/37631a4c-9490-4a1d-9772-d55d51ac0f06' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/37631a4c-9490-4a1d-9772-d55d51ac0f06</a>.</p>
Gaelic Medium School Catchments,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::gaelicmediumschoolcatchments,https://map-highland.opendata.arcgis.com/maps/Highland::gaelicmediumschoolcatchments,Web Page,2018-05-22,2022-12-16,,,ArcGIS Hub Dataset,,Gaelic Medium School Catchments;  gaelic;  boundaries;  education,,OGL3,Gaelic Medium School Catchments in The Highland Council area. <div><br /></div><div>Gemini metadata record is at:</div><div><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search;jsessionid=849E94BF1293D399FBAB18CD31897E56#/metadata/df14bb65-e2bd-4e96-aa85-7ef128ca4794' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search;jsessionid=849E94BF1293D399FBAB18CD31897E56#/metadata/df14bb65-e2bd-4e96-aa85-7ef128ca4794</a><br /></div>
Gaelic Medium School Catchments,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::gaelicmediumschoolcatchments,https://services1.arcgis.com/MfbPb778y5QTu2Wv/arcgis/rest/services/GaelicMediumSchoolCatchments/FeatureServer/0,Esri REST,2018-05-22,2022-12-16,,,ArcGIS GeoService,,Gaelic Medium School Catchments;  gaelic;  boundaries;  education,,OGL3,Gaelic Medium School Catchments in The Highland Council area. <div><br /></div><div>Gemini metadata record is at:</div><div><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search;jsessionid=849E94BF1293D399FBAB18CD31897E56#/metadata/df14bb65-e2bd-4e96-aa85-7ef128ca4794' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search;jsessionid=849E94BF1293D399FBAB18CD31897E56#/metadata/df14bb65-e2bd-4e96-aa85-7ef128ca4794</a><br /></div>
Gaelic Medium School Catchments,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::gaelicmediumschoolcatchments,https://map-highland.opendata.arcgis.com/datasets/Highland::gaelicmediumschoolcatchments.csv?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,CSV,2018-05-22,2022-12-16,,,CSV,,Gaelic Medium School Catchments;  gaelic;  boundaries;  education,,OGL3,Gaelic Medium School Catchments in The Highland Council area. <div><br /></div><div>Gemini metadata record is at:</div><div><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search;jsessionid=849E94BF1293D399FBAB18CD31897E56#/metadata/df14bb65-e2bd-4e96-aa85-7ef128ca4794' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search;jsessionid=849E94BF1293D399FBAB18CD31897E56#/metadata/df14bb65-e2bd-4e96-aa85-7ef128ca4794</a><br /></div>
Gaelic Medium School Catchments,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::gaelicmediumschoolcatchments,https://map-highland.opendata.arcgis.com/datasets/Highland::gaelicmediumschoolcatchments.geojson?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2018-05-22,2022-12-16,,,GeoJSON,,Gaelic Medium School Catchments;  gaelic;  boundaries;  education,,OGL3,Gaelic Medium School Catchments in The Highland Council area. <div><br /></div><div>Gemini metadata record is at:</div><div><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search;jsessionid=849E94BF1293D399FBAB18CD31897E56#/metadata/df14bb65-e2bd-4e96-aa85-7ef128ca4794' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search;jsessionid=849E94BF1293D399FBAB18CD31897E56#/metadata/df14bb65-e2bd-4e96-aa85-7ef128ca4794</a><br /></div>
Gaelic Medium School Catchments,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::gaelicmediumschoolcatchments,https://map-highland.opendata.arcgis.com/datasets/Highland::gaelicmediumschoolcatchments.zip?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,Shapefile,2018-05-22,2022-12-16,,,ZIP,,Gaelic Medium School Catchments;  gaelic;  boundaries;  education,,OGL3,Gaelic Medium School Catchments in The Highland Council area. <div><br /></div><div>Gemini metadata record is at:</div><div><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search;jsessionid=849E94BF1293D399FBAB18CD31897E56#/metadata/df14bb65-e2bd-4e96-aa85-7ef128ca4794' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search;jsessionid=849E94BF1293D399FBAB18CD31897E56#/metadata/df14bb65-e2bd-4e96-aa85-7ef128ca4794</a><br /></div>
Gaelic Medium School Catchments,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::gaelicmediumschoolcatchments,https://map-highland.opendata.arcgis.com/datasets/Highland::gaelicmediumschoolcatchments.kml?where=1=1&outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2018-05-22,2022-12-16,,,KML,,Gaelic Medium School Catchments;  gaelic;  boundaries;  education,,OGL3,Gaelic Medium School Catchments in The Highland Council area. <div><br /></div><div>Gemini metadata record is at:</div><div><a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search;jsessionid=849E94BF1293D399FBAB18CD31897E56#/metadata/df14bb65-e2bd-4e96-aa85-7ef128ca4794' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search;jsessionid=849E94BF1293D399FBAB18CD31897E56#/metadata/df14bb65-e2bd-4e96-aa85-7ef128ca4794</a><br /></div>
Secondary School Catchments,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::secondary-school-catchments,https://map-highland.opendata.arcgis.com/maps/Highland::secondary-school-catchments,Web Page,2018-02-27,2022-10-20,,,ArcGIS Hub Dataset,,Secondary School Catchments;education;boundaries,,OGL3,<p>Secondary school catchment areas in Highland. </p><p>Gemini metadata record is at <a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/%7Be7b26e01-6aa9-4a91-8f7d-7e4f5bc631c1%7D' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/%7Be7b26e01-6aa9-4a91-8f7d-7e4f5bc631c1%7D</a>.</p>
Secondary School Catchments,Highland Council GIS Organisation,https://map-highland.opendata.arcgis.com/maps/Highland::secondary-school-catchments,https://services1.arcgis.com/MfbPb778y5QTu2Wv/arcgis/rest/services/SecondarySchoolCatchments/FeatureServer/0,Esri REST,2018-02-27,2022-10-20,,,ArcGIS GeoService,,Secondary School Catchments;education;boundaries,,OGL3,<p>Secondary school catchment areas in Highland. </p><p>Gemini metadata record is at <a href='https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/%7Be7b26e01-6aa9-4a91-8f7d-7e4f5bc631c1%7D' rel='nofollow ugc'>https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/%7Be7b26e01-6aa9-4a91-8f7d-7e4f5bc631c1%7D</a>.</p>
